,定期借家
25845,1
25846,1
25847,1
25848,1
25849,1
25850,3
25851,1
25852,1
25853,3
25854,3
25855,1
25856,3
25857,1
25858,1
25859,1
25860,1
25861,1
25862,1
25863,1
25864,1
25865,1
25866,1
25867,1
25868,1
25869,1
25870,2
25871,3
25872,3
25873,1
25874,1
25875,1
25876,1
25877,2
25878,3
25879,1
25880,1
25881,3
25882,1
25883,1
25884,1
25885,1
25886,1
25887,1
25888,1
25889,3
25890,3
25891,1
25892,1
25893,3
25894,1
25895,1
25896,1
25897,1
25898,1
25899,1
25900,3
25901,1
25902,3
25903,1
25904,1
25905,1
25906,1
25907,1
25908,2
25909,3
25910,3
25911,3
25912,3
25913,1
25914,1
25915,1
25916,1
25917,1
25918,1
25919,1
25920,2
25921,1
25922,1
25923,1
25924,1
25925,1
25926,1
25927,1
25928,1
25929,1
25930,1
25931,1
25932,2
25933,1
25934,1
25935,3
25936,3
25937,1
25938,1
25939,1
25940,1
25941,1
25942,1
25943,1
25944,1
25945,1
25946,1
25947,1
25948,1
25949,1
25950,1
25951,1
25952,1
25953,3
25954,3
25955,1
25956,3
25957,3
25958,1
25959,1
25960,1
25961,1
25962,1
25963,1
25964,1
25965,3
25966,1
25967,1
25968,1
25969,1
25970,1
25971,1
25972,1
25973,3
25974,1
25975,2
25976,1
25977,1
25978,1
25979,1
25980,2
25981,1
25982,1
25983,3
25984,1
25985,1
25986,3
25987,1
25988,1
25989,1
25990,1
25991,3
25992,1
25993,1
25994,2
25995,1
25996,2
25997,1
25998,1
25999,1
26000,1
26001,1
26002,3
26003,1
26004,3
26005,1
26006,1
26007,1
26008,3
26009,1
26010,3
26011,1
26012,1
26013,1
26014,3
26015,3
26016,1
26017,3
26018,1
26019,3
26020,1
26021,1
26022,1
26023,2
26024,1
26025,1
26026,1
26027,1
26028,1
26029,1
26030,1
26031,1
26032,1
26033,1
26034,1
26035,1
26036,1
26037,1
26038,1
26039,1
26040,3
26041,1
26042,1
26043,1
26044,2
26045,3
26046,1
26047,1
26048,1
26049,3
26050,1
26051,1
26052,1
26053,3
26054,1
26055,1
26056,3
26057,3
26058,1
26059,1
26060,2
26061,1
26062,1
26063,1
26064,1
26065,1
26066,2
26067,3
26068,1
26069,1
26070,3
26071,1
26072,3
26073,1
26074,1
26075,1
26076,1
26077,1
26078,1
26079,3
26080,1
26081,1
26082,1
26083,1
26084,1
26085,1
26086,1
26087,1
26088,1
26089,1
26090,1
26091,1
26092,1
26093,3
26094,1
26095,1
26096,1
26097,3
26098,1
26099,1
26100,1
26101,1
26102,1
26103,1
26104,3
26105,3
26106,1
26107,1
26108,1
26109,1
26110,1
26111,3
26112,1
26113,1
26114,1
26115,3
26116,1
26117,3
26118,1
26119,3
26120,3
26121,1
26122,1
26123,3
26124,3
26125,3
26126,2
26127,1
26128,3
26129,1
26130,1
26131,1
26132,1
26133,3
26134,1
26135,3
26136,1
26137,3
26138,1
26139,1
26140,1
26141,1
26142,1
26143,3
26144,3
26145,1
26146,2
26147,1
26148,3
26149,3
26150,3
26151,2
26152,3
26153,3
26154,1
26155,1
26156,1
26157,1
26158,1
26159,3
26160,3
26161,1
26162,1
26163,3
26164,1
26165,3
26166,2
26167,3
26168,1
26169,3
26170,1
26171,1
26172,1
26173,1
26174,1
26175,1
26176,1
26177,1
26178,1
26179,1
26180,1
26181,1
26182,1
26183,1
26184,1
26185,1
26186,1
26187,1
26188,3
26189,1
26190,1
26191,1
26192,1
26193,1
26194,1
26195,1
26196,1
26197,1
26198,1
26199,1
26200,1
26201,3
26202,1
26203,1
26204,2
26205,1
26206,1
26207,1
26208,1
26209,1
26210,1
26211,1
26212,3
26213,1
26214,1
26215,1
26216,1
26217,1
26218,1
26219,1
26220,1
26221,1
26222,1
26223,3
26224,2
26225,1
26226,1
26227,1
26228,1
26229,1
26230,1
26231,3
26232,1
26233,3
26234,1
26235,3
26236,1
26237,1
26238,1
26239,1
26240,1
26241,2
26242,1
26243,1
26244,1
26245,1
26246,1
26247,1
26248,1
26249,3
26250,1
26251,1
26252,1
26253,1
26254,1
26255,1
26256,1
26257,1
26258,1
26259,1
26260,3
26261,1
26262,3
26263,1
26264,1
26265,1
26266,2
26267,2
26268,1
26269,1
26270,1
26271,1
26272,1
26273,1
26274,1
26275,1
26276,1
26277,1
26278,3
26279,1
26280,3
26281,1
26282,3
26283,1
26284,1
26285,1
26286,3
26287,1
26288,1
26289,1
26290,3
26291,1
26292,1
26293,2
26294,1
26295,3
26296,3
26297,1
26298,1
26299,3
26300,1
26301,1
26302,1
26303,1
26304,1
26305,1
26306,1
26307,3
26308,3
26309,3
26310,1
26311,1
26312,1
26313,1
26314,3
26315,1
26316,1
26317,1
26318,3
26319,2
26320,1
26321,1
26322,3
26323,1
26324,1
26325,3
26326,1
26327,1
26328,1
26329,1
26330,1
26331,3
26332,3
26333,3
26334,1
26335,1
26336,1
26337,1
26338,3
26339,3
26340,1
26341,3
26342,3
26343,1
26344,1
26345,1
26346,1
26347,1
26348,3
26349,1
26350,1
26351,3
26352,1
26353,1
26354,1
26355,1
26356,1
26357,3
26358,1
26359,3
26360,1
26361,2
26362,1
26363,1
26364,1
26365,1
26366,1
26367,1
26368,1
26369,1
26370,1
26371,3
26372,1
26373,3
26374,1
26375,3
26376,1
26377,1
26378,1
26379,3
26380,1
26381,1
26382,3
26383,1
26384,3
26385,1
26386,3
26387,1
26388,1
26389,1
26390,1
26391,1
26392,3
26393,1
26394,1
26395,1
26396,1
26397,3
26398,1
26399,3
26400,1
26401,1
26402,1
26403,1
26404,1
26405,1
26406,1
26407,1
26408,3
26409,1
26410,1
26411,1
26412,1
26413,1
26414,1
26415,2
26416,1
26417,1
26418,1
26419,1
26420,1
26421,1
26422,1
26423,1
26424,3
26425,1
26426,3
26427,1
26428,3
26429,1
26430,1
26431,3
26432,3
26433,1
26434,1
26435,1
26436,3
26437,1
26438,1
26439,1
26440,2
26441,1
26442,3
26443,1
26444,2
26445,1
26446,2
26447,2
26448,1
26449,1
26450,1
26451,1
26452,3
26453,3
26454,1
26455,1
26456,1
26457,1
26458,1
26459,1
26460,1
26461,2
26462,1
26463,3
26464,1
26465,3
26466,1
26467,1
26468,1
26469,1
26470,3
26471,1
26472,3
26473,1
26474,1
26475,1
26476,1
26477,1
26478,3
26479,3
26480,3
26481,1
26482,2
26483,1
26484,3
26485,1
26486,1
26487,3
26488,1
26489,3
26490,2
26491,3
26492,1
26493,2
26494,1
26495,3
26496,1
26497,1
26498,1
26499,3
26500,1
26501,1
26502,3
26503,1
26504,1
26505,1
26506,3
26507,1
26508,1
26509,2
26510,3
26511,1
26512,1
26513,1
26514,1
26515,3
26516,1
26517,1
26518,1
26519,3
26520,1
26521,3
26522,3
26523,1
26524,1
26525,1
26526,1
26527,3
26528,3
26529,3
26530,1
26531,2
26532,3
26533,3
26534,3
26535,1
26536,3
26537,1
26538,3
26539,1
26540,1
26541,1
26542,3
26543,3
26544,3
26545,3
26546,3
26547,1
26548,1
26549,3
26550,1
26551,1
26552,1
26553,1
26554,1
26555,1
26556,1
26557,1
26558,2
26559,1
26560,1
26561,1
26562,1
26563,1
26564,3
26565,3
26566,3
26567,2
26568,1
26569,1
26570,1
26571,1
26572,3
26573,3
26574,3
26575,1
26576,1
26577,3
26578,1
26579,1
26580,3
26581,1
26582,1
26583,1
26584,1
26585,3
26586,1
26587,1
26588,1
26589,1
26590,1
26591,3
26592,1
26593,1
26594,1
26595,1
26596,1
26597,1
26598,3
26599,1
26600,1
26601,1
26602,1
26603,3
26604,1
26605,3
26606,1
26607,1
26608,3
26609,1
26610,1
26611,1
26612,1
26613,1
26614,1
26615,1
26616,1
26617,3
26618,1
26619,1
26620,3
26621,1
26622,3
26623,1
26624,2
26625,1
26626,1
26627,1
26628,1
26629,1
26630,1
26631,1
26632,1
26633,1
26634,1
26635,1
26636,1
26637,1
26638,3
26639,1
26640,3
26641,3
26642,1
26643,1
26644,3
26645,1
26646,1
26647,1
26648,1
26649,1
26650,2
26651,1
26652,1
26653,1
26654,1
26655,1
26656,3
26657,1
26658,1
26659,3
26660,1
26661,1
26662,1
26663,1
26664,1
26665,1
26666,3
26667,1
26668,3
26669,3
26670,1
26671,1
26672,3
26673,1
26674,2
26675,3
26676,3
26677,1
26678,1
26679,2
26680,1
26681,1
26682,2
26683,1
26684,1
26685,1
26686,3
26687,3
26688,1
26689,1
26690,1
26691,3
26692,1
26693,1
26694,3
26695,1
26696,1
26697,1
26698,3
26699,1
26700,1
26701,3
26702,1
26703,3
26704,1
26705,1
26706,1
26707,1
26708,1
26709,3
26710,1
26711,1
26712,1
26713,1
26714,3
26715,1
26716,3
26717,2
26718,1
26719,1
26720,1
26721,1
26722,1
26723,1
26724,1
26725,1
26726,1
26727,3
26728,1
26729,3
26730,3
26731,1
26732,2
26733,1
26734,3
26735,1
26736,1
26737,3
26738,1
26739,1
26740,3
26741,1
26742,3
26743,1
26744,2
26745,1
26746,3
26747,1
26748,1
26749,3
26750,1
26751,1
26752,1
26753,1
26754,1
26755,1
26756,1
26757,1
26758,1
26759,3
26760,1
26761,3
26762,3
26763,1
26764,1
26765,1
26766,2
26767,1
26768,3
26769,3
26770,1
26771,3
26772,1
26773,1
26774,1
26775,1
26776,1
26777,1
26778,1
26779,1
26780,3
26781,3
26782,1
26783,3
26784,3
26785,3
26786,1
26787,3
26788,1
26789,1
26790,1
26791,1
26792,3
26793,1
26794,2
26795,2
26796,2
26797,1
26798,3
26799,1
26800,1
26801,3
26802,1
26803,1
26804,3
26805,3
26806,3
26807,1
26808,1
26809,1
26810,1
26811,3
26812,1
26813,1
26814,3
26815,1
26816,1
26817,1
26818,1
26819,3
26820,1
26821,1
26822,1
26823,1
26824,3
26825,1
26826,1
26827,3
26828,1
26829,1
26830,3
26831,2
26832,3
26833,1
26834,3
26835,3
26836,3
26837,3
26838,1
26839,1
26840,3
26841,1
26842,1
26843,3
26844,1
26845,1
26846,3
26847,1
26848,1
26849,1
26850,1
26851,3
26852,1
26853,1
26854,3
26855,3
26856,1
26857,1
26858,2
26859,1
26860,3
26861,3
26862,3
26863,3
26864,2
26865,1
26866,1
26867,2
26868,1
26869,1
26870,1
26871,1
26872,3
26873,3
26874,2
26875,1
26876,1
26877,1
26878,1
26879,3
26880,1
26881,1
26882,1
26883,1
26884,1
26885,3
26886,1
26887,1
26888,1
26889,3
26890,1
26891,3
26892,1
26893,1
26894,3
26895,1
26896,3
26897,1
26898,1
26899,1
26900,1
26901,1
26902,1
26903,1
26904,1
26905,1
26906,1
26907,1
26908,1
26909,1
26910,3
26911,1
26912,1
26913,3
26914,3
26915,1
26916,1
26917,1
26918,1
26919,3
26920,3
26921,1
26922,3
26923,1
26924,1
26925,1
26926,1
26927,1
26928,3
26929,1
26930,1
26931,1
26932,3
26933,3
26934,2
26935,1
26936,3
26937,2
26938,1
26939,1
26940,1
26941,1
26942,3
26943,3
26944,2
26945,1
26946,1
26947,3
26948,1
26949,3
26950,1
26951,1
26952,1
26953,3
26954,1
26955,1
26956,1
26957,1
26958,3
26959,1
26960,1
26961,1
26962,1
26963,1
26964,3
26965,1
26966,1
26967,3
26968,1
26969,1
26970,3
26971,1
26972,3
26973,1
26974,3
26975,1
26976,1
26977,3
26978,3
26979,1
26980,1
26981,1
26982,1
26983,1
26984,3
26985,1
26986,1
26987,1
26988,2
26989,1
26990,1
26991,1
26992,1
26993,1
26994,1
26995,1
26996,1
26997,3
26998,1
26999,3
27000,1
27001,3
27002,1
27003,1
27004,3
27005,1
27006,1
27007,1
27008,1
27009,1
27010,3
27011,3
27012,3
27013,3
27014,3
27015,1
27016,1
27017,1
27018,1
27019,3
27020,1
27021,3
27022,3
27023,1
27024,1
27025,1
27026,3
27027,1
27028,3
27029,1
27030,1
27031,3
27032,2
27033,1
27034,1
27035,1
27036,1
27037,3
27038,3
27039,3
27040,1
27041,3
27042,1
27043,1
27044,3
27045,1
27046,3
27047,1
27048,3
27049,1
27050,1
27051,1
27052,1
27053,1
27054,3
27055,1
27056,1
27057,1
27058,1
27059,1
27060,3
27061,2
27062,1
27063,1
27064,1
27065,1
27066,1
27067,1
27068,3
27069,3
27070,1
27071,1
27072,1
27073,1
27074,3
27075,1
27076,1
27077,1
27078,3
27079,1
27080,1
27081,1
27082,1
27083,1
27084,1
27085,1
27086,1
27087,1
27088,1
27089,1
27090,1
27091,1
27092,1
27093,1
27094,1
27095,2
27096,1
27097,1
27098,1
27099,1
27100,1
27101,1
27102,3
27103,3
27104,2
27105,1
27106,1
27107,2
27108,3
27109,1
27110,1
27111,1
27112,1
27113,1
27114,3
27115,1
27116,1
27117,1
27118,1
27119,1
27120,1
27121,1
27122,1
27123,1
27124,1
27125,1
27126,1
27127,3
27128,1
27129,1
27130,3
27131,1
27132,1
27133,1
27134,1
27135,1
27136,1
27137,1
27138,1
27139,1
27140,3
27141,1
27142,2
27143,3
27144,1
27145,1
27146,1
27147,1
27148,1
27149,1
27150,3
27151,1
27152,1
27153,1
27154,1
27155,1
27156,2
27157,1
27158,1
27159,1
27160,1
27161,1
27162,1
27163,1
27164,1
27165,1
27166,3
27167,1
27168,1
27169,1
27170,1
27171,1
27172,1
27173,3
27174,3
27175,1
27176,3
27177,1
27178,1
27179,3
27180,3
27181,1
27182,3
27183,3
27184,1
27185,1
27186,3
27187,1
27188,3
27189,3
27190,1
27191,1
27192,1
27193,1
27194,1
27195,3
27196,1
27197,1
27198,3
27199,1
27200,1
27201,3
27202,3
27203,3
27204,1
27205,3
27206,1
27207,1
27208,3
27209,1
27210,3
27211,1
27212,1
27213,3
27214,1
27215,1
27216,1
27217,3
27218,1
27219,2
27220,1
27221,1
27222,3
27223,1
27224,3
27225,3
27226,2
27227,1
27228,3
27229,3
27230,1
27231,1
27232,1
27233,1
27234,1
27235,1
27236,1
27237,2
27238,1
27239,2
27240,3
27241,1
27242,1
27243,3
27244,2
27245,1
27246,1
27247,1
27248,1
27249,1
27250,2
27251,1
27252,3
27253,1
27254,1
27255,3
27256,3
27257,2
27258,3
27259,1
27260,1
27261,1
27262,3
27263,1
27264,2
27265,3
27266,1
27267,1
27268,1
27269,1
27270,1
27271,2
27272,1
27273,1
27274,1
27275,1
27276,2
27277,1
27278,1
27279,1
27280,1
27281,3
27282,1
27283,1
27284,1
27285,1
27286,1
27287,1
27288,1
27289,1
27290,1
27291,3
27292,1
27293,3
27294,1
27295,1
27296,1
27297,1
27298,1
27299,1
27300,1
27301,1
27302,1
27303,2
27304,3
27305,1
27306,1
27307,1
27308,1
27309,3
27310,1
27311,1
27312,1
27313,3
27314,3
27315,1
27316,1
27317,1
27318,1
27319,1
27320,1
27321,3
27322,1
27323,1
27324,1
27325,1
27326,3
27327,1
27328,3
27329,2
27330,3
27331,1
27332,1
27333,1
27334,1
27335,1
27336,3
27337,3
27338,3
27339,1
27340,1
27341,1
27342,1
27343,1
27344,3
27345,1
27346,1
27347,3
27348,1
27349,1
27350,1
27351,1
27352,1
27353,1
27354,3
27355,3
27356,1
27357,2
27358,3
27359,1
27360,1
27361,1
27362,1
27363,1
27364,1
27365,1
27366,3
27367,1
27368,1
27369,1
27370,1
27371,1
27372,1
27373,1
27374,1
27375,1
27376,1
27377,1
27378,1
27379,1
27380,1
27381,1
27382,1
27383,1
27384,1
27385,1
27386,1
27387,1
27388,2
27389,1
27390,1
27391,1
27392,1
27393,1
27394,1
27395,3
27396,1
27397,3
27398,2
27399,1
27400,1
27401,1
27402,1
27403,3
27404,1
27405,1
27406,1
27407,1
27408,1
27409,3
27410,1
27411,2
27412,1
27413,1
27414,1
27415,1
27416,1
27417,1
27418,1
27419,3
27420,3
27421,1
27422,1
27423,1
27424,1
27425,2
27426,1
27427,1
27428,1
27429,3
27430,1
27431,1
27432,3
27433,3
27434,3
27435,3
27436,1
27437,3
27438,3
27439,3
27440,1
27441,3
27442,1
27443,1
27444,1
27445,1
27446,1
27447,1
27448,1
27449,1
27450,1
27451,1
27452,1
27453,1
27454,1
27455,1
27456,1
27457,2
27458,1
27459,1
27460,1
27461,3
27462,1
27463,1
27464,3
27465,3
27466,1
27467,1
27468,1
27469,1
27470,3
27471,3
27472,3
27473,1
27474,1
27475,3
27476,1
27477,1
27478,1
27479,1
27480,1
27481,1
27482,1
27483,3
27484,1
27485,1
27486,3
27487,1
27488,1
27489,1
27490,2
27491,2
27492,3
27493,3
27494,1
27495,3
27496,1
27497,1
27498,2
27499,1
27500,1
27501,1
27502,1
27503,1
27504,1
27505,1
27506,1
27507,2
27508,1
27509,3
27510,1
27511,3
27512,1
27513,3
27514,3
27515,1
27516,1
27517,1
27518,1
27519,1
27520,2
27521,3
27522,1
27523,1
27524,1
27525,3
27526,3
27527,3
27528,1
27529,2
27530,3
27531,1
27532,1
27533,1
27534,1
27535,1
27536,1
27537,1
27538,1
27539,1
27540,1
27541,1
27542,1
27543,3
27544,3
27545,1
27546,1
27547,1
27548,1
27549,2
27550,1
27551,1
27552,1
27553,1
27554,1
27555,3
27556,1
27557,3
27558,1
27559,3
27560,1
27561,1
27562,1
27563,3
27564,1
27565,1
27566,3
27567,1
27568,3
27569,1
27570,3
27571,1
27572,1
27573,3
27574,1
27575,1
27576,1
27577,3
27578,1
27579,1
27580,1
27581,1
27582,1
27583,1
27584,2
27585,3
27586,1
27587,1
27588,1
27589,1
27590,1
27591,1
27592,1
27593,1
27594,3
27595,1
27596,1
27597,1
27598,2
27599,3
27600,3
27601,3
27602,2
27603,1
27604,1
27605,1
27606,1
27607,1
27608,1
27609,1
27610,1
27611,1
27612,1
27613,1
27614,1
27615,1
27616,1
27617,1
27618,1
27619,1
27620,1
27621,1
27622,1
27623,2
27624,1
27625,1
27626,3
27627,1
27628,1
27629,1
27630,1
27631,1
27632,1
27633,1
27634,1
27635,2
27636,1
27637,1
27638,1
27639,1
27640,1
27641,1
27642,3
27643,1
27644,1
27645,1
27646,1
27647,3
27648,1
27649,1
27650,2
27651,3
27652,1
27653,1
27654,3
27655,2
27656,1
27657,3
27658,1
27659,3
27660,1
27661,2
27662,1
27663,1
27664,3
27665,1
27666,1
27667,1
27668,1
27669,1
27670,1
27671,1
27672,1
27673,3
27674,3
27675,1
27676,1
27677,2
27678,1
27679,3
27680,3
27681,1
27682,1
27683,1
27684,3
27685,1
27686,1
27687,1
27688,1
27689,1
27690,1
27691,3
27692,1
27693,1
27694,1
27695,1
27696,1
27697,2
27698,1
27699,1
27700,1
27701,3
27702,1
27703,1
27704,3
27705,1
27706,1
27707,1
27708,1
27709,1
27710,1
27711,1
27712,1
27713,1
27714,1
27715,1
27716,1
27717,3
27718,1
27719,1
27720,1
27721,1
27722,1
27723,1
27724,1
27725,1
27726,1
27727,3
27728,1
27729,3
27730,1
27731,3
27732,1
27733,1
27734,1
27735,1
27736,1
27737,1
27738,1
27739,1
27740,1
27741,3
27742,1
27743,1
27744,1
27745,1
27746,1
27747,3
27748,3
27749,1
27750,1
27751,1
27752,2
27753,3
27754,3
27755,1
27756,1
27757,2
27758,3
27759,1
27760,1
27761,1
27762,1
27763,1
27764,1
27765,1
27766,1
27767,1
27768,1
27769,1
27770,1
27771,1
27772,1
27773,1
27774,1
27775,1
27776,1
27777,1
27778,1
27779,2
27780,1
27781,1
27782,1
27783,1
27784,1
27785,1
27786,1
27787,1
27788,1
27789,1
27790,1
27791,1
27792,1
27793,1
27794,3
27795,3
27796,1
27797,3
27798,1
27799,1
27800,1
27801,3
27802,3
27803,3
27804,1
27805,1
27806,1
27807,1
27808,1
27809,2
27810,1
27811,1
27812,1
27813,1
27814,1
27815,1
27816,3
27817,1
27818,3
27819,1
27820,3
27821,1
27822,3
27823,3
27824,1
27825,1
27826,1
27827,1
27828,3
27829,1
27830,1
27831,1
27832,3
27833,1
27834,1
27835,3
27836,1
27837,1
27838,3
27839,1
27840,1
27841,1
27842,3
27843,1
27844,1
27845,1
27846,1
27847,1
27848,3
27849,1
27850,1
27851,1
27852,1
27853,1
27854,1
27855,1
27856,3
27857,1
27858,1
27859,1
27860,1
27861,1
27862,2
27863,1
27864,3
27865,1
27866,3
27867,1
27868,3
27869,3
27870,1
27871,1
27872,3
27873,1
27874,1
27875,3
27876,3
27877,1
27878,1
27879,3
27880,1
27881,3
27882,1
27883,1
27884,3
27885,1
27886,3
27887,3
27888,1
27889,1
27890,3
27891,1
27892,3
27893,1
27894,1
27895,1
27896,1
27897,1
27898,1
27899,3
27900,3
27901,2
27902,2
27903,2
27904,1
27905,3
27906,1
27907,1
27908,2
27909,1
27910,1
27911,3
27912,3
27913,1
27914,1
27915,1
27916,1
27917,1
27918,1
27919,1
27920,1
27921,1
27922,3
27923,1
27924,1
27925,1
27926,1
27927,1
27928,3
27929,1
27930,1
27931,1
27932,1
27933,1
27934,1
27935,1
27936,1
27937,1
27938,2
27939,1
27940,3
27941,1
27942,3
27943,1
27944,1
27945,3
27946,1
27947,1
27948,1
27949,3
27950,3
27951,1
27952,1
27953,1
27954,3
27955,1
27956,1
27957,1
27958,1
27959,1
27960,1
27961,1
27962,3
27963,1
27964,1
27965,1
27966,3
27967,1
27968,1
27969,1
27970,3
27971,1
27972,1
27973,1
27974,1
27975,1
27976,1
27977,1
27978,1
27979,1
27980,3
27981,2
27982,3
27983,1
27984,3
27985,1
27986,3
27987,1
27988,3
27989,1
27990,3
27991,1
27992,1
27993,3
27994,1
27995,1
27996,3
27997,1
27998,3
27999,3
28000,1
28001,1
28002,1
28003,1
28004,1
28005,1
28006,3
28007,1
28008,3
28009,1
28010,1
28011,3
28012,3
28013,3
28014,1
28015,1
28016,1
28017,1
28018,3
28019,1
28020,3
28021,1
28022,1
28023,3
28024,1
28025,1
28026,1
28027,1
28028,3
28029,3
28030,1
28031,1
28032,1
28033,3
28034,1
28035,1
28036,2
28037,3
28038,1
28039,1
28040,1
28041,3
28042,1
28043,3
28044,1
28045,1
28046,1
28047,1
28048,3
28049,1
28050,1
28051,3
28052,1
28053,3
28054,1
28055,3
28056,1
28057,1
28058,1
28059,3
28060,3
28061,1
28062,1
28063,3
28064,1
28065,1
28066,1
28067,1
28068,1
28069,1
28070,3
28071,1
28072,3
28073,1
28074,1
28075,3
28076,1
28077,1
28078,1
28079,1
28080,1
28081,1
28082,1
28083,1
28084,3
28085,1
28086,3
28087,1
28088,3
28089,3
28090,1
28091,3
28092,1
28093,3
28094,1
28095,1
28096,3
28097,3
28098,1
28099,1
28100,1
28101,1
28102,3
28103,1
28104,3
28105,3
28106,1
28107,1
28108,1
28109,1
28110,1
28111,1
28112,1
28113,1
28114,1
28115,3
28116,1
28117,3
28118,2
28119,1
28120,1
28121,3
28122,1
28123,1
28124,1
28125,3
28126,2
28127,2
28128,1
28129,1
28130,1
28131,3
28132,1
28133,1
28134,1
28135,1
28136,1
28137,1
28138,1
28139,1
28140,1
28141,1
28142,1
28143,1
28144,3
28145,1
28146,1
28147,1
28148,1
28149,1
28150,1
28151,3
28152,1
28153,1
28154,3
28155,1
28156,3
28157,3
28158,1
28159,1
28160,1
28161,3
28162,1
28163,1
28164,1
28165,1
28166,1
28167,1
28168,1
28169,1
28170,1
28171,1
28172,1
28173,3
28174,1
28175,1
28176,2
28177,1
28178,1
28179,1
28180,1
28181,1
28182,1
28183,2
28184,1
28185,1
28186,1
28187,1
28188,1
28189,3
28190,2
28191,3
28192,1
28193,1
28194,1
28195,3
28196,1
28197,3
28198,3
28199,1
28200,1
28201,3
28202,1
28203,1
28204,1
28205,1
28206,2
28207,1
28208,1
28209,1
28210,1
28211,1
28212,1
28213,1
28214,1
28215,1
28216,3
28217,1
28218,1
28219,1
28220,1
28221,1
28222,3
28223,3
28224,1
28225,1
28226,1
28227,1
28228,1
28229,1
28230,3
28231,1
28232,1
28233,1
28234,3
28235,3
28236,1
28237,1
28238,1
28239,1
28240,1
28241,1
28242,1
28243,1
28244,3
28245,1
28246,1
28247,1
28248,3
28249,1
28250,1
28251,1
28252,1
28253,1
28254,1
28255,1
28256,1
28257,1
28258,1
28259,3
28260,2
28261,1
28262,1
28263,1
28264,1
28265,1
28266,1
28267,1
28268,1
28269,1
28270,1
28271,1
28272,1
28273,3
28274,1
28275,1
28276,3
28277,1
28278,1
28279,1
28280,3
28281,1
28282,1
28283,1
28284,1
28285,1
28286,1
28287,1
28288,1
28289,2
28290,1
28291,1
28292,2
28293,3
28294,1
28295,1
28296,3
28297,1
28298,3
28299,1
28300,1
28301,1
28302,1
28303,1
28304,1
28305,1
28306,1
28307,3
28308,1
28309,1
28310,1
28311,1
28312,1
28313,3
28314,1
28315,3
28316,1
28317,2
28318,1
28319,1
28320,3
28321,1
28322,1
28323,1
28324,1
28325,3
28326,3
28327,1
28328,1
28329,1
28330,1
28331,1
28332,1
28333,1
28334,1
28335,1
28336,3
28337,1
28338,1
28339,2
28340,3
28341,1
28342,1
28343,1
28344,3
28345,1
28346,3
28347,3
28348,1
28349,1
28350,3
28351,1
28352,3
28353,1
28354,1
28355,1
28356,1
28357,1
28358,1
28359,1
28360,1
28361,1
28362,1
28363,1
28364,1
28365,1
28366,1
28367,1
28368,2
28369,1
28370,1
28371,1
28372,3
28373,1
28374,1
28375,1
28376,1
28377,1
28378,1
28379,1
28380,3
28381,1
28382,1
28383,3
28384,1
28385,1
28386,1
28387,1
28388,1
28389,2
28390,1
28391,3
28392,1
28393,3
28394,1
28395,1
28396,1
28397,1
28398,3
28399,1
28400,1
28401,1
28402,1
28403,3
28404,1
28405,3
28406,1
28407,1
28408,1
28409,1
28410,1
28411,1
28412,1
28413,1
28414,3
28415,1
28416,1
28417,1
28418,3
28419,1
28420,1
28421,1
28422,1
28423,1
28424,2
28425,2
28426,3
28427,3
28428,2
28429,3
28430,1
28431,1
28432,1
28433,1
28434,3
28435,1
28436,3
28437,1
28438,3
28439,1
28440,1
28441,1
28442,1
28443,3
28444,1
28445,1
28446,3
28447,1
28448,1
28449,1
28450,3
28451,3
28452,1
28453,1
28454,1
28455,1
28456,1
28457,1
28458,1
28459,1
28460,1
28461,1
28462,3
28463,1
28464,3
28465,1
28466,1
28467,1
28468,1
28469,1
28470,3
28471,1
28472,1
28473,1
28474,1
28475,3
28476,1
28477,2
28478,1
28479,3
28480,1
28481,1
28482,1
28483,3
28484,2
28485,2
28486,3
28487,1
28488,3
28489,2
28490,1
28491,3
28492,2
28493,1
28494,1
28495,1
28496,1
28497,1
28498,1
28499,1
28500,1
28501,1
28502,1
28503,3
28504,1
28505,1
28506,1
28507,3
28508,1
28509,1
28510,1
28511,1
28512,3
28513,1
28514,2
28515,3
28516,2
28517,1
28518,1
28519,1
28520,1
28521,3
28522,1
28523,2
28524,1
28525,3
28526,1
28527,1
28528,1
28529,1
28530,1
28531,1
28532,1
28533,3
28534,3
28535,3
28536,1
28537,2
28538,2
28539,1
28540,3
28541,1
28542,1
28543,1
28544,2
28545,3
28546,1
28547,1
28548,2
28549,1
28550,1
28551,2
28552,1
28553,1
28554,1
28555,1
28556,1
28557,1
28558,3
28559,1
28560,1
28561,3
28562,1
28563,1
28564,1
28565,1
28566,1
28567,3
28568,3
28569,3
28570,1
28571,1
28572,1
28573,2
28574,2
28575,3
28576,1
28577,1
28578,3
28579,1
28580,1
28581,1
28582,1
28583,3
28584,1
28585,1
28586,1
28587,1
28588,3
28589,3
28590,1
28591,3
28592,1
28593,2
28594,1
28595,1
28596,1
28597,1
28598,1
28599,3
28600,1
28601,1
28602,1
28603,3
28604,3
28605,1
28606,1
28607,1
28608,1
28609,3
28610,1
28611,1
28612,1
28613,3
28614,2
28615,3
28616,1
28617,1
28618,1
28619,1
28620,3
28621,1
28622,1
28623,1
28624,1
28625,3
28626,3
28627,1
28628,1
28629,1
28630,2
28631,1
28632,1
28633,3
28634,1
28635,1
28636,1
28637,1
28638,1
28639,2
28640,1
28641,1
28642,3
